unique_id,agency_name
19069,Easley Police Department
19070,Easley Police Department
7474,"Grant County Sheriff's Office, Arkansas State Police"
20331,Middletown Township Police Department
7473,Fresno County Sheriff's Office
7475,Sutter County Sheriff's Office
7478,Riverside Police Department
7476,San Francisco Police Department
7477,Hillsborough County Sheriff's Office
7483,Loxley Police Department
7481,Tulare County Sheriff's Office
7480,San Diego Police Department
7479,"Woodland Police Department, Yolo County Sheriff's Office"
7482,Olympia Police Department
7485,Kimball Police Department
21937,Jersey City Police Department
7484,South Carolina Department of Corrections
20332,Pennsylvania State Police
7490,Chicago Police Department
7491,Peabody Police Department
19138,Oklahoma City Police Department
7492,Pasadena Police Department
21204,
7488,"Buchanan County Sheriff's Office, St. Joseph Police Department"
7489,Chicago Police Department
7487,Oklahoma City Police Department
7486,Clayton County Police Department
21717,"Baltimore County Police Department, Baltimore Police Department"
21203,Detroit Police Department
7495,Birmingham Police Department
7493,Chicago Police Department
7496,Dallas Police Department
7497,"New Castle County Police Department, Delaware State Police"
7494,Douglas County Sheriff's Office
7500,Garland Police Department
7499,Houston Police Department
7498,York Police Department
20333,Southeastern Pennsylvania Transportation Authority Transit Police Department
7502,"Hueytown Police Department, Jefferson County Sheriff's Office"
7503,Dallas Police Department
7501,Canton Police Department
7505,Chicago Police Department
7506,Lincoln Police Department
7508,Alaska State Troopers
7504,DeKalb County Police Department
7507,Jacksonville Sheriff's Office
7509,Navajo Nation Police
7510,Clallam County Sheriff's Office
7511,Escondido Police Department
7512,Davis County Sheriff's Office
20334,Philadelphia Police Department
7513,Glendale Police Department
22718,Alexandria Police Department
7516,Oro Valley Police Department
7518,Alaska State Troopers
7517,City of New York Police Department
21205,
7514,Upland Police Department
7515,Upland Police Department
7519,Illinois State Police
7520,Birmingham Police Department
19137,Lawton Police Department
7521,Delaware State Police
7522,Kansas City Police Department
20335,Pennsylvania State Police
7523,Chicago Police Department
7524,Longview Police Department
7525,Marshall County Sheriff's Office
7526,Guilford County Sheriff's Office
22719,Virginia State Police
21206,"Grand Rapids Police Department, Wyoming Police Department"
7531,Orange County Sheriff's Office
7530,Los Angeles County Sheriff's Department
7529,West Des Moines Police Department
7527,Hickory Creek Police Department
7528,Abilene Police Department
7532,City of New York Police Department
7533,Los Angeles Police Department
7543,"Rapides Parish Sheriff's Office, Alexandria Police Department"
7535,Sioux City Police Department
7536,Alabama Department of Corrections
7537,Alabama Department of Corrections
7538,Alabama Department of Corrections
7539,Alabama Department of Corrections
7540,Alabama Department of Corrections
7541,Alabama Department of Corrections
7542,Alabama Department of Corrections
7544,Largo Police Department
7534,Omaha Police Department
20607,Watertown Police Department
7546,South Burlington Police Department
7547,South Burlington Police Department
7545,Springfield Police Department
7548,"Beatrice Police Department, Gage County Sheriff's Office"
7549,Frederick Police Department
23108,Sevier County Sheriff's Office
7550,"Vancouver Police Department, Clark County Sheriff's Office"
7552,Iberia Parish Sheriff's Office
7553,Bosque County Sheriff's Office
7551,San Antonio Police Department
7556,Hatch Police Department
7554,Butler Township Police Department
7555,Butler Township Police Department
7558,Birmingham Police Department
7559,Dallas Police Department
7557,Childersburg Police Department
7560,Chicago Police Department
7562,St. Clair County Sheriff's Office
21207,Westland Police Department
7561,"Bremen Police Department, Haralson County Sheriff's Office, Buchanan Police Department"
7563,Sacramento Police Department
7564,Cleburne Police Department
19136,Oklahoma City Police Department
7566,"West Valley Police Department, Taylorsville Police Department, Salt Lake County Sheriff's Office, U.S. Marshals Service"
7565,Montgomery Police Department
7567,Chicago Police Department
7568,Los Angeles County Sheriff's Department
21938,Egg Harbor Township Police Department
7569,Portales Police Department
7571,Tulsa Police Department
7573,Manatee County Sheriff's Office
7572,Oakley Police Department
7574,Hernando County Sheriff's Office
7570,Atlanta Police Department
23109,Memphis Police Department
20336,Pennsylvania State Police
7575,City of New York Police Department
7577,Buffalo Police Department
7576,"Frederick County Sheriff's Office, Maryland State Police"
20337,Pennsylvania State Police
7580,City of New York Police Department
7581,City of New York Police Department
7579,Opelika Police Department
7578,St. Louis County Police Department
7586,Chicago Police Department
7587,Los Angeles County Sheriff's Department
7584,Peoria Police Department
7588,Midland Police Department
7583,"Santa Fe Police Department, New Mexico State Police, Santa Fe County Sheriff's Office, U.S. Federal Bureau of Investigation"
7582,Richmond Police Department
7585,Hillsborough County Sheriff's Office
7590,Tulsa Police Department
7589,Denver Police Department
7591,Houston Police Department
28940,Baltimore Police Department
7593,Anaheim Police Department
7592,Palm Beach County Sheriff's Office
7595,Springfield Police Department
19751,Kentucky State Police
7594,Sanford Police Department
7596,Riverside Police Department
7597,Peoria Police Department
23110,Jamestown Police Department
23148,
7598,Houston Police Department
7599,Mexia Police Department
21208,Michigan State Police
21209,Michigan State Police
21939,Lopatcong Township Police Department
21940,Lopatcong Township Police Department
7601,St. Louis County Police Department
7603,Tucson Police Department
21210,Detroit Police Department
7602,Columbus Division of Police
7605,Brockton Police Department
7600,Oakland Police Department
19279,U.S. Immigration and Customs Enforcement
7604,Montgomery Police Department
7606,El Paso Police Department
7607,Jacksonville Sheriff's Office
7609,Austin Police Department
19063,Berkeley County Sheriff's Office
7608,Washington Metropolitan Police Department
21211,Dewitt Township Police Department
7613,Chicago Police Department
7612,Chicago Police Department
7615,Culver City Police Department
7610,Everett Police Department
7614,Alabama Department of Conservation and Natural Resources
22375,Indianapolis Metropolitan Police Department
7611,Houston Police Department
20606,Mequon Police Department
7618,Brandon Police Department
7616,Rohnert Park Department of Public Safety
7617,Normandy Police Department
22720,Virginia State Police
7619,Cleveland Police Department
7620,Washoe County Sheriff's Office
7624,Los Angeles Police Department
21212,Bay City Police Department
7626,San Antonio Police Department
7623,Putnam County Sheriff's Office
7621,Mobile Police Department
7622,Mobile Police Department
21213,Detroit Police Department
7625,Brownsville Police Department
7630,City of New York Police Department
7629,Henderson County Constable Precinct 4
7628,Minerva Police Department
23111,"Lebanon Police Department, Wilson County Sheriff's Office"
7627,San Antonio Police Department
7632,O'Fallon Police Department
20339,"Allegheny County Sheriff's Office, Pennsylvania State Police"
7631,O'Fallon Police Department
7634,New Port Richey Police Department
7633,Seat Pleasant Police Department
20338,Philadelphia Police Department
21214,Detroit Police Department
7640,Philadelphia Police Department
7638,Harris County Sheriff's Office
7636,Kansas Highway Patrol
7637,Kansas Highway Patrol
7635,Kansas Highway Patrol
20340,Pennsylvania State Police
7639,St. Petersburg Police Department
7644,"Texas Department of Public Safety, Natalia Police Department"
7642,Olympia Police Department
21941,New Jersey Department of Corrections
7645,Gulfport Police Department
7643,"Texas Department of Public Safety, Natalia Police Department"
7646,"Howard County Sheriff's Office, Prince George's County Sheriff's Office"
22426,Fort Wayne Police Department
7647,Johnston County Sheriff's Office
19750,"Wilmore Police Department, Kentucky State Police"
7648,Chula Vista Police Department
7649,"Boone Police Department, Boone County Sheriff's Office"
7650,St. Petersburg Police Department
7651,Alabama Board of Pardons and Paroles
7654,Jacksonville Sheriff's Office
7653,Jacksonville Sheriff's Office
7652,Richmond County Sheriff's Office
7657,Gadsden Police Department
7656,Chicago Police Department
21942,East Orange Police Department
21943,East Orange Police Department
7655,San Mateo Police Department
7658,Brooklyn Park Police Department
7659,U.S. Federal Bureau of Investigation
7660,"Soldotna Police Department, Alaska State Troopers"
7662,Los Angeles Police Department
7661,West Covina Police Department
7663,"Tennessee Highway Patrol, Selmer Police Department"
7664,Fayetteville Police Department
7665,Los Angeles Police Department
19067,Cherokee County Sheriff's Office
7669,Harris County Sheriff's Office
19068,Cherokee County Sheriff's Office
7670,Breckenridge Police Department
21944,Trenton Police Department
7667,St. Charles County Sheriff's Office
7668,St. Charles County Sheriff's Office
7666,Clute Police Department
7671,Los Angeles County Sheriff's Department
7673,Palm Beach County Sheriff's Office
20341,West Chester Borough Police Department
7672,Morrilton Police Department
7676,Mesa Police Department
7674,"Tehama County Sheriff's Office, California Highway Patrol"
7675,Aurora Police Department
7678,Sioux City Police Department
19749,Covington Police Department
7677,Pea Ridge Police Department
20342,Philadelphia Police Department
7679,Washington Department of Corrections
7682,Bethel Police Department
7680,El Paso County Sheriff's Office
7681,Hillsborough County Sheriff's Office
7683,San Bernardino County Sheriff's Office
7686,Spartanburg County Sheriff's Office
7685,Bexley Police Department
7684,Long Beach Police Department
7687,Houston Police Department
21215,Allegan County Sheriff's Office
7688,"Rancho Cordova Police Department, Sacramento County Sheriff's Office"
7690,"Texas Department of Public Safety, Natalia Police Department"
7691,"Texas Department of Public Safety, Natalia Police Department"
7692,"Texas Department of Public Safety, Natalia Police Department"
